hour,station,flow,direction,lat,lon
15,台電大樓,799,out,25.020725,121.528168
16,台電大樓,1025,out,25.020725,121.528168
17,台電大樓,1553,out,25.020725,121.528168
18,台電大樓,2305,out,25.020725,121.528168
19,台電大樓,1655,out,25.020725,121.528168
20,台電大樓,1077,out,25.020725,121.528168
21,台電大樓,1051,out,25.020725,121.528168
22,台電大樓,847,out,25.020725,121.528168
23,台電大樓,240,out,25.020725,121.528168
0,台電大樓,80,out,25.020725,121.528168
1,台電大樓,0,out,25.020725,121.528168
5,古亭,0,out,25.026357,121.522873
6,古亭,396,out,25.026357,121.522873
7,古亭,2064,out,25.026357,121.522873
8,古亭,4408,out,25.026357,121.522873
9,古亭,2659,out,25.026357,121.522873
10,古亭,1425,out,25.026357,121.522873
11,古亭,1097,out,25.026357,121.522873
12,古亭,1361,out,25.026357,121.522873
13,古亭,1454,out,25.026357,121.522873
14,古亭,1150,out,25.026357,121.522873
15,古亭,1208,out,25.026357,121.522873
16,古亭,1510,out,25.026357,121.522873
17,古亭,2505,out,25.026357,121.522873
18,古亭,3608,out,25.026357,121.522873
19,古亭,2410,out,25.026357,121.522873
20,古亭,1524,out,25.026357,121.522873
21,古亭,1431,out,25.026357,121.522873
22,古亭,1169,out,25.026357,121.522873
23,古亭,358,out,25.026357,121.522873
0,古亭,162,out,25.026357,121.522873
1,古亭,0,out,25.026357,121.522873
5,中正紀念堂,0,out,25.032729,121.51827
6,中正紀念堂,517,out,25.032729,121.51827
7,中正紀念堂,3121,out,25.032729,121.51827
8,中正紀念堂,5537,out,25.032729,121.51827
9,中正紀念堂,1849,out,25.032729,121.51827
10,中正紀念堂,1215,out,25.032729,121.51827
11,中正紀念堂,1252,out,25.032729,121.51827
12,中正紀念堂,1174,out,25.032729,121.51827
13,中正紀念堂,1411,out,25.032729,121.51827
14,中正紀念堂,1241,out,25.032729,121.51827
15,中正紀念堂,1118,out,25.032729,121.51827
16,中正紀念堂,1186,out,25.032729,121.51827
17,中正紀念堂,1696,out,25.032729,121.51827
18,中正紀念堂,2537,out,25.032729,121.51827
19,中正紀念堂,1438,out,25.032729,121.51827
20,中正紀念堂,730,out,25.032729,121.51827
21,中正紀念堂,707,out,25.032729,121.51827
22,中正紀念堂,605,out,25.032729,121.51827
23,中正紀念堂,189,out,25.032729,121.51827
0,中正紀念堂,63,out,25.032729,121.51827
1,中正紀念堂,0,out,25.032729,121.51827
5,小南門,1,out,25.035547,121.510857
6,小南門,190,out,25.035547,121.510857
7,小南門,1427,out,25.035547,121.510857
8,小南門,1727,out,25.035547,121.510857
9,小南門,989,out,25.035547,121.510857
10,小南門,588,out,25.035547,121.510857
11,小南門,314,out,25.035547,121.510857
12,小南門,386,out,25.035547,121.510857
13,小南門,597,out,25.035547,121.510857
14,小南門,404,out,25.035547,121.510857
15,小南門,444,out,25.035547,121.510857
16,小南門,316,out,25.035547,121.510857
17,小南門,453,out,25.035547,121.510857
18,小南門,663,out,25.035547,121.510857
19,小南門,324,out,25.035547,121.510857
20,小南門,224,out,25.035547,121.510857
21,小南門,191,out,25.035547,121.510857
22,小南門,131,out,25.035547,121.510857
23,小南門,34,out,25.035547,121.510857
0,小南門,15,out,25.035547,121.510857
1,小南門,0,out,25.035547,121.510857
5,頂溪,0,out,25.013821,121.515485
6,頂溪,527,out,25.013821,121.515485
7,頂溪,1258,out,25.013821,121.515485
8,頂溪,1014,out,25.013821,121.515485
9,頂溪,901,out,25.013821,121.515485
10,頂溪,829,out,25.013821,121.515485
11,頂溪,823,out,25.013821,121.515485
12,頂溪,1024,out,25.013821,121.515485
13,頂溪,975,out,25.013821,121.515485
14,頂溪,1057,out,25.013821,121.515485
15,頂溪,1410,out,25.013821,121.515485
16,頂溪,2040,out,25.013821,121.515485
17,頂溪,3782,out,25.013821,121.515485
18,頂溪,6183,out,25.013821,121.515485
19,頂溪,4547,out,25.013821,121.515485
20,頂溪,2925,out,25.013821,121.515485
21,頂溪,3018,out,25.013821,121.515485
22,頂溪,2674,out,25.013821,121.515485
23,頂溪,904,out,25.013821,121.515485
0,頂溪,306,out,25.013821,121.515485
1,頂溪,1,out,25.013821,121.515485
5,永安市場,0,out,25.002876,121.511231
6,永安市場,380,out,25.002876,121.511231
7,永安市場,712,out,25.002876,121.511231
8,永安市場,783,out,25.002876,121.511231
9,永安市場,527,out,25.002876,121.511231
10,永安市場,450,out,25.002876,121.511231
11,永安市場,532,out,25.002876,121.511231
12,永安市場,657,out,25.002876,121.511231
13,永安市場,722,out,25.002876,121.511231
14,永安市場,767,out,25.002876,121.511231
15,永安市場,917,out,25.002876,121.511231
16,永安市場,1364,out,25.002876,121.511231
17,永安市場,2700,out,25.002876,121.511231
18,永安市場,4679,out,25.002876,121.511231
19,永安市場,3496,out,25.002876,121.511231
20,永安市場,2169,out,25.002876,121.511231
21,永安市場,2090,out,25.002876,121.511231
22,永安市場,2163,out,25.002876,121.511231
23,永安市場,620,out,25.002876,121.511231
0,永安市場,244,out,25.002876,121.511231
1,永安市場,6,out,25.002876,121.511231
5,景安,0,out,24.993905,121.505113
6,景安,233,out,24.993905,121.505113
7,景安,796,out,24.993905,121.505113
8,景安,1408,out,24.993905,121.505113
9,景安,699,out,24.993905,121.505113
10,景安,472,out,24.993905,121.505113
11,景安,520,out,24.993905,121.505113
12,景安,609,out,24.993905,121.505113
13,景安,673,out,24.993905,121.505113
14,景安,735,out,24.993905,121.505113
15,景安,851,out,24.993905,121.505113
16,景安,1300,out,24.993905,121.505113
17,景安,2347,out,24.993905,121.505113
18,景安,4301,out,24.993905,121.505113
19,景安,3443,out,24.993905,121.505113
20,景安,2139,out,24.993905,121.505113
21,景安,2141,out,24.993905,121.505113
22,景安,2155,out,24.993905,121.505113
23,景安,712,out,24.993905,121.505113
0,景安,198,out,24.993905,121.505113
1,景安,11,out,24.993905,121.505113
5,南勢角,0,out,24.990045,121.509237
6,南勢角,155,out,24.990045,121.509237
7,南勢角,402,out,24.990045,121.509237
8,南勢角,714,out,24.990045,121.509237
9,南勢角,507,out,24.990045,121.509237
10,南勢角,393,out,24.990045,121.509237
11,南勢角,400,out,24.990045,121.509237
12,南勢角,551,out,24.990045,121.509237
13,南勢角,506,out,24.990045,121.509237
14,南勢角,543,out,24.990045,121.509237
15,南勢角,676,out,24.990045,121.509237
16,南勢角,1002,out,24.990045,121.509237
17,南勢角,1921,out,24.990045,121.509237
18,南勢角,3551,out,24.990045,121.509237
19,南勢角,2777,out,24.990045,121.509237
20,南勢角,1789,out,24.990045,121.509237
21,南勢角,1853,out,24.990045,121.509237
22,南勢角,1938,out,24.990045,121.509237
23,南勢角,648,out,24.990045,121.509237
0,南勢角,237,out,24.990045,121.509237
1,南勢角,14,out,24.990045,121.509237
5,台大醫院,0,out,25.041256,121.51604
6,台大醫院,643,out,25.041256,121.51604
7,台大醫院,3235,out,25.041256,121.51604
8,台大醫院,5325,out,25.041256,121.51604
9,台大醫院,2690,out,25.041256,121.51604
10,台大醫院,2028,out,25.041256,121.51604
11,台大醫院,1354,out,25.041256,121.51604
12,台大醫院,1181,out,25.041256,121.51604
13,台大醫院,1778,out,25.041256,121.51604
14,台大醫院,1495,out,25.041256,121.51604
15,台大醫院,1092,out,25.041256,121.51604
16,台大醫院,838,out,25.041256,121.51604
17,台大醫院,1102,out,25.041256,121.51604
18,台大醫院,1250,out,25.041256,121.51604
19,台大醫院,503,out,25.041256,121.51604
20,台大醫院,270,out,25.041256,121.51604
21,台大醫院,193,out,25.041256,121.51604
22,台大醫院,175,out,25.041256,121.51604
23,台大醫院,66,out,25.041256,121.51604
0,台大醫院,17,out,25.041256,121.51604
1,台大醫院,0,out,25.041256,121.51604
5,台北車站,0,out,25.046255,121.517532
6,台北車站,3725,out,25.046255,121.517532
7,台北車站,7682,out,25.046255,121.517532
8,台北車站,11804,out,25.046255,121.517532
9,台北車站,7383,out,25.046255,121.517532
10,台北車站,6028,out,25.046255,121.517532
11,台北車站,6260,out,25.046255,121.517532
12,台北車站,6449,out,25.046255,121.517532
13,台北車站,6337,out,25.046255,121.517532
14,台北車站,6440,out,25.046255,121.517532
15,台北車站,6599,out,25.046255,121.517532
16,台北車站,8383,out,25.046255,121.517532
17,台北車站,14460,out,25.046255,121.517532
18,台北車站,16184,out,25.046255,121.517532
19,台北車站,8607,out,25.046255,121.517532
20,台北車站,5753,out,25.046255,121.517532
21,台北車站,5432,out,25.046255,121.517532
22,台北車站,3727,out,25.046255,121.517532
23,台北車站,1169,out,25.046255,121.517532
0,台北車站,214,out,25.046255,121.517532
1,台北車站,0,out,25.046255,121.517532
5,中山,0,out,25.052685,121.520392
6,中山,313,out,25.052685,121.520392
7,中山,1287,out,25.052685,121.520392
8,中山,4208,out,25.052685,121.520392
9,中山,2429,out,25.052685,121.520392
10,中山,1970,out,25.052685,121.520392
11,中山,1886,out,25.052685,121.520392
12,中山,2117,out,25.052685,121.520392
13,中山,2068,out,25.052685,121.520392
14,中山,1923,out,25.052685,121.520392
15,中山,1765,out,25.052685,121.520392
16,中山,1794,out,25.052685,121.520392
17,中山,2491,out,25.052685,121.520392
18,中山,3609,out,25.052685,121.520392
19,中山,2398,out,25.052685,121.520392
20,中山,1327,out,25.052685,121.520392
21,中山,1000,out,25.052685,121.520392
22,中山,745,out,25.052685,121.520392
23,中山,267,out,25.052685,121.520392
0,中山,102,out,25.052685,121.520392
1,中山,0,out,25.052685,121.520392
5,雙連,0,out,25.057805,121.520627
6,雙連,720,out,25.057805,121.520627
7,雙連,1930,out,25.057805,121.520627
8,雙連,4064,out,25.057805,121.520627
9,雙連,1864,out,25.057805,121.520627
10,雙連,1364,out,25.057805,121.520627
11,雙連,1154,out,25.057805,121.520627
12,雙連,981,out,25.057805,121.520627
13,雙連,1192,out,25.057805,121.520627
14,雙連,1136,out,25.057805,121.520627
15,雙連,1035,out,25.057805,121.520627
16,雙連,1006,out,25.057805,121.520627
17,雙連,1303,out,25.057805,121.520627
18,雙連,1830,out,25.057805,121.520627
19,雙連,1240,out,25.057805,121.520627
20,雙連,751,out,25.057805,121.520627
21,雙連,676,out,25.057805,121.520627
22,雙連,626,out,25.057805,121.520627
23,雙連,212,out,25.057805,121.520627
0,雙連,71,out,25.057805,121.520627
1,雙連,0,out,25.057805,121.520627
5,民權西路,0,out,25.062905,121.51932
6,民權西路,713,out,25.062905,121.51932
7,民權西路,2892,out,25.062905,121.51932
8,民權西路,4453,out,25.062905,121.51932
9,民權西路,1887,out,25.062905,121.51932
10,民權西路,977,out,25.062905,121.51932
11,民權西路,915,out,25.062905,121.51932
12,民權西路,941,out,25.062905,121.51932
13,民權西路,1021,out,25.062905,121.51932
14,民權西路,907,out,25.062905,121.51932
15,民權西路,846,out,25.062905,121.51932
16,民權西路,1037,out,25.062905,121.51932
17,民權西路,1467,out,25.062905,121.51932
18,民權西路,2015,out,25.062905,121.51932
19,民權西路,1357,out,25.062905,121.51932
20,民權西路,848,out,25.062905,121.51932
21,民權西路,850,out,25.062905,121.51932
22,民權西路,769,out,25.062905,121.51932
23,民權西路,209,out,25.062905,121.51932
0,民權西路,84,out,25.062905,121.51932
1,民權西路,0,out,25.062905,121.51932
5,圓山,1,out,25.071353,121.520118
6,圓山,756,out,25.071353,121.520118
7,圓山,2771,out,25.071353,121.520118
8,圓山,2822,out,25.071353,121.520118
9,圓山,1144,out,25.071353,121.520118
10,圓山,812,out,25.071353,121.520118
11,圓山,954,out,25.071353,121.520118
12,圓山,1119,out,25.071353,121.520118
13,圓山,1278,out,25.071353,121.520118
14,圓山,1128,out,25.071353,121.520118
15,圓山,1060,out,25.071353,121.520118
16,圓山,1258,out,25.071353,121.520118
17,圓山,2135,out,25.071353,121.520118
18,圓山,2823,out,25.071353,121.520118
19,圓山,1860,out,25.071353,121.520118
20,圓山,1209,out,25.071353,121.520118
21,圓山,1263,out,25.071353,121.520118
22,圓山,1070,out,25.071353,121.520118
23,圓山,251,out,25.071353,121.520118
0,圓山,79,out,25.071353,121.520118
1,圓山,0,out,25.071353,121.520118
5,劍潭,0,out,25.084873,121.525078
6,劍潭,957,out,25.084873,121.525078
7,劍潭,2643,out,25.084873,121.525078
8,劍潭,3564,out,25.084873,121.525078
9,劍潭,2646,out,25.084873,121.525078
10,劍潭,1147,out,25.084873,121.525078
11,劍潭,1022,out,25.084873,121.525078
12,劍潭,1219,out,25.084873,121.525078
13,劍潭,1052,out,25.084873,121.525078
14,劍潭,1068,out,25.084873,121.525078
15,劍潭,1085,out,25.084873,121.525078
16,劍潭,1481,out,25.084873,121.525078
17,劍潭,2620,out,25.084873,121.525078
18,劍潭,4006,out,25.084873,121.525078
19,劍潭,2974,out,25.084873,121.525078
20,劍潭,2012,out,25.084873,121.525078
21,劍潭,1883,out,25.084873,121.525078
22,劍潭,1524,out,25.084873,121.525078
23,劍潭,502,out,25.084873,121.525078
0,劍潭,144,out,25.084873,121.525078
1,劍潭,0,out,25.084873,121.525078
5,士林,3,out,25.093535,121.52623
6,士林,1040,out,25.093535,121.52623
7,士林,3404,out,25.093535,121.52623
8,士林,1972,out,25.093535,121.52623
9,士林,2013,out,25.093535,121.52623
10,士林,1273,out,25.093535,121.52623
11,士林,1068,out,25.093535,121.52623
12,士林,1236,out,25.093535,121.52623
13,士林,1189,out,25.093535,121.52623
14,士林,1083,out,25.093535,121.52623
15,士林,1099,out,25.093535,121.52623
16,士林,1369,out,25.093535,121.52623
17,士林,2191,out,25.093535,121.52623
18,士林,2860,out,25.093535,121.52623
19,士林,2112,out,25.093535,121.52623
20,士林,1230,out,25.093535,121.52623
21,士林,1264,out,25.093535,121.52623
22,士林,1071,out,25.093535,121.52623
23,士林,319,out,25.093535,121.52623
0,士林,93,out,25.093535,121.52623
1,士林,0,out,25.093535,121.52623
5,芝山,0,out,25.10306,121.522514
6,芝山,262,out,25.10306,121.522514
7,芝山,1381,out,25.10306,121.522514
8,芝山,2002,out,25.10306,121.522514
9,芝山,1060,out,25.10306,121.522514
10,芝山,784,out,25.10306,121.522514
11,芝山,829,out,25.10306,121.522514
12,芝山,866,out,25.10306,121.522514
13,芝山,834,out,25.10306,121.522514
14,芝山,891,out,25.10306,121.522514
15,芝山,895,out,25.10306,121.522514
16,芝山,1113,out,25.10306,121.522514
17,芝山,1889,out,25.10306,121.522514
18,芝山,2836,out,25.10306,121.522514
19,芝山,2239,out,25.10306,121.522514
20,芝山,1293,out,25.10306,121.522514
21,芝山,1329,out,25.10306,121.522514
22,芝山,1183,out,25.10306,121.522514
23,芝山,415,out,25.10306,121.522514
0,芝山,147,out,25.10306,121.522514
1,芝山,0,out,25.10306,121.522514
5,明德,0,out,25.109721,121.518848
6,明德,486,out,25.109721,121.518848
7,明德,1646,out,25.109721,121.518848
8,明德,648,out,25.109721,121.518848
9,明德,525,out,25.109721,121.518848
10,明德,468,out,25.109721,121.518848
11,明德,355,out,25.109721,121.518848
12,明德,411,out,25.109721,121.518848
13,明德,443,out,25.109721,121.518848
14,明德,473,out,25.109721,121.518848
15,明德,549,out,25.109721,121.518848
16,明德,550,out,25.109721,121.518848
17,明德,934,out,25.109721,121.518848
18,明德,1489,out,25.109721,121.518848
19,明德,1185,out,25.109721,121.518848
20,明德,756,out,25.109721,121.518848
21,明德,725,out,25.109721,121.518848
22,明德,642,out,25.109721,121.518848
23,明德,244,out,25.109721,121.518848
0,明德,71,out,25.109721,121.518848
1,明德,0,out,25.109721,121.518848
5,石牌,2,out,25.114523,121.515559
6,石牌,810,out,25.114523,121.515559
7,石牌,3137,out,25.114523,121.515559
8,石牌,2825,out,25.114523,121.515559
9,石牌,2254,out,25.114523,121.515559
10,石牌,1551,out,25.114523,121.515559
11,石牌,1213,out,25.114523,121.515559
12,石牌,1262,out,25.114523,121.515559
13,石牌,1539,out,25.114523,121.515559
14,石牌,1309,out,25.114523,121.515559
15,石牌,1285,out,25.114523,121.515559
16,石牌,1361,out,25.114523,121.515559
17,石牌,2421,out,25.114523,121.515559
18,石牌,3346,out,25.114523,121.515559
19,石牌,2803,out,25.114523,121.515559
20,石牌,1611,out,25.114523,121.515559
21,石牌,1684,out,25.114523,121.515559
22,石牌,1449,out,25.114523,121.515559
23,石牌,479,out,25.114523,121.515559
0,石牌,151,out,25.114523,121.515559
1,石牌,0,out,25.114523,121.515559
5,唭哩岸,0,out,25.120872,121.506252
6,唭哩岸,55,out,25.120872,121.506252
7,唭哩岸,232,out,25.120872,121.506252
8,唭哩岸,695,out,25.120872,121.506252
9,唭哩岸,515,out,25.120872,121.506252
10,唭哩岸,170,out,25.120872,121.506252
11,唭哩岸,155,out,25.120872,121.506252
12,唭哩岸,160,out,25.120872,121.506252
13,唭哩岸,190,out,25.120872,121.506252
14,唭哩岸,231,out,25.120872,121.506252
15,唭哩岸,283,out,25.120872,121.506252
16,唭哩岸,342,out,25.120872,121.506252
17,唭哩岸,712,out,25.120872,121.506252
18,唭哩岸,935,out,25.120872,121.506252
19,唭哩岸,793,out,25.120872,121.506252
20,唭哩岸,555,out,25.120872,121.506252
21,唭哩岸,563,out,25.120872,121.506252
22,唭哩岸,479,out,25.120872,121.506252
23,唭哩岸,161,out,25.120872,121.506252
0,唭哩岸,44,out,25.120872,121.506252
1,唭哩岸,0,out,25.120872,121.506252
5,奇岩,0,out,25.125491,121.501132
6,奇岩,81,out,25.125491,121.501132
7,奇岩,347,out,25.125491,121.501132
8,奇岩,993,out,25.125491,121.501132
9,奇岩,642,out,25.125491,121.501132
10,奇岩,188,out,25.125491,121.501132
11,奇岩,161,out,25.125491,121.501132
12,奇岩,190,out,25.125491,121.501132
13,奇岩,198,out,25.125491,121.501132
14,奇岩,205,out,25.125491,121.501132
15,奇岩,241,out,25.125491,121.501132
16,奇岩,290,out,25.125491,121.501132
17,奇岩,611,out,25.125491,121.501132
18,奇岩,872,out,25.125491,121.501132
19,奇岩,728,out,25.125491,121.501132
20,奇岩,488,out,25.125491,121.501132
21,奇岩,473,out,25.125491,121.501132
22,奇岩,382,out,25.125491,121.501132
23,奇岩,151,out,25.125491,121.501132
0,奇岩,42,out,25.125491,121.501132
1,奇岩,1,out,25.125491,121.501132
