hour,station,flow,direction,lat,lon
5,復興崗,37,in,25.137474,121.485444
6,復興崗,361,in,25.137474,121.485444
7,復興崗,660,in,25.137474,121.485444
8,復興崗,461,in,25.137474,121.485444
9,復興崗,237,in,25.137474,121.485444
10,復興崗,141,in,25.137474,121.485444
11,復興崗,122,in,25.137474,121.485444
12,復興崗,153,in,25.137474,121.485444
13,復興崗,109,in,25.137474,121.485444
14,復興崗,97,in,25.137474,121.485444
15,復興崗,89,in,25.137474,121.485444
16,復興崗,129,in,25.137474,121.485444
17,復興崗,304,in,25.137474,121.485444
18,復興崗,223,in,25.137474,121.485444
19,復興崗,119,in,25.137474,121.485444
20,復興崗,59,in,25.137474,121.485444
21,復興崗,80,in,25.137474,121.485444
22,復興崗,32,in,25.137474,121.485444
23,復興崗,13,in,25.137474,121.485444
0,復興崗,4,in,25.137474,121.485444
1,復興崗,0,in,25.137474,121.485444
5,忠義,22,in,25.130969,121.47341
6,忠義,197,in,25.130969,121.47341
7,忠義,268,in,25.130969,121.47341
8,忠義,201,in,25.130969,121.47341
9,忠義,139,in,25.130969,121.47341
10,忠義,93,in,25.130969,121.47341
11,忠義,127,in,25.130969,121.47341
12,忠義,136,in,25.130969,121.47341
13,忠義,127,in,25.130969,121.47341
14,忠義,120,in,25.130969,121.47341
15,忠義,103,in,25.130969,121.47341
16,忠義,157,in,25.130969,121.47341
17,忠義,346,in,25.130969,121.47341
18,忠義,303,in,25.130969,121.47341
19,忠義,147,in,25.130969,121.47341
20,忠義,111,in,25.130969,121.47341
21,忠義,74,in,25.130969,121.47341
22,忠義,32,in,25.130969,121.47341
23,忠義,16,in,25.130969,121.47341
0,忠義,4,in,25.130969,121.47341
1,忠義,0,in,25.130969,121.47341
5,關渡,82,in,25.125633,121.467102
6,關渡,871,in,25.125633,121.467102
7,關渡,1042,in,25.125633,121.467102
8,關渡,923,in,25.125633,121.467102
9,關渡,539,in,25.125633,121.467102
10,關渡,496,in,25.125633,121.467102
11,關渡,508,in,25.125633,121.467102
12,關渡,601,in,25.125633,121.467102
13,關渡,481,in,25.125633,121.467102
14,關渡,760,in,25.125633,121.467102
15,關渡,960,in,25.125633,121.467102
16,關渡,1244,in,25.125633,121.467102
17,關渡,1294,in,25.125633,121.467102
18,關渡,1328,in,25.125633,121.467102
19,關渡,890,in,25.125633,121.467102
20,關渡,584,in,25.125633,121.467102
21,關渡,434,in,25.125633,121.467102
22,關渡,242,in,25.125633,121.467102
23,關渡,78,in,25.125633,121.467102
0,關渡,6,in,25.125633,121.467102
1,關渡,1,in,25.125633,121.467102
5,竹圍,55,in,25.13694,121.459479
6,竹圍,930,in,25.13694,121.459479
7,竹圍,1498,in,25.13694,121.459479
8,竹圍,1179,in,25.13694,121.459479
9,竹圍,603,in,25.13694,121.459479
10,竹圍,483,in,25.13694,121.459479
11,竹圍,472,in,25.13694,121.459479
12,竹圍,459,in,25.13694,121.459479
13,竹圍,430,in,25.13694,121.459479
14,竹圍,389,in,25.13694,121.459479
15,竹圍,347,in,25.13694,121.459479
16,竹圍,467,in,25.13694,121.459479
17,竹圍,824,in,25.13694,121.459479
18,竹圍,515,in,25.13694,121.459479
19,竹圍,288,in,25.13694,121.459479
20,竹圍,240,in,25.13694,121.459479
21,竹圍,204,in,25.13694,121.459479
22,竹圍,114,in,25.13694,121.459479
23,竹圍,52,in,25.13694,121.459479
0,竹圍,7,in,25.13694,121.459479
1,竹圍,0,in,25.13694,121.459479
5,紅樹林,53,in,25.154042,121.458872
6,紅樹林,706,in,25.154042,121.458872
7,紅樹林,1277,in,25.154042,121.458872
8,紅樹林,949,in,25.154042,121.458872
9,紅樹林,439,in,25.154042,121.458872
10,紅樹林,336,in,25.154042,121.458872
11,紅樹林,268,in,25.154042,121.458872
12,紅樹林,336,in,25.154042,121.458872
13,紅樹林,253,in,25.154042,121.458872
14,紅樹林,202,in,25.154042,121.458872
15,紅樹林,237,in,25.154042,121.458872
16,紅樹林,377,in,25.154042,121.458872
17,紅樹林,720,in,25.154042,121.458872
18,紅樹林,628,in,25.154042,121.458872
19,紅樹林,257,in,25.154042,121.458872
20,紅樹林,142,in,25.154042,121.458872
21,紅樹林,117,in,25.154042,121.458872
22,紅樹林,66,in,25.154042,121.458872
23,紅樹林,39,in,25.154042,121.458872
0,紅樹林,3,in,25.154042,121.458872
1,紅樹林,0,in,25.154042,121.458872
5,淡水,353,in,25.167818,121.445561
6,淡水,3001,in,25.167818,121.445561
7,淡水,4763,in,25.167818,121.445561
8,淡水,3529,in,25.167818,121.445561
9,淡水,1877,in,25.167818,121.445561
10,淡水,1314,in,25.167818,121.445561
11,淡水,1238,in,25.167818,121.445561
12,淡水,1518,in,25.167818,121.445561
13,淡水,1511,in,25.167818,121.445561
14,淡水,1485,in,25.167818,121.445561
15,淡水,2142,in,25.167818,121.445561
16,淡水,2453,in,25.167818,121.445561
17,淡水,3960,in,25.167818,121.445561
18,淡水,2717,in,25.167818,121.445561
19,淡水,1444,in,25.167818,121.445561
20,淡水,1094,in,25.167818,121.445561
21,淡水,1083,in,25.167818,121.445561
22,淡水,748,in,25.167818,121.445561
23,淡水,168,in,25.167818,121.445561
0,淡水,2,in,25.167818,121.445561
1,淡水,0,in,25.167818,121.445561
5,頂埔,75,in,24.96012,121.4205
6,頂埔,586,in,24.96012,121.4205
7,頂埔,1146,in,24.96012,121.4205
8,頂埔,875,in,24.96012,121.4205
9,頂埔,341,in,24.96012,121.4205
10,頂埔,264,in,24.96012,121.4205
11,頂埔,248,in,24.96012,121.4205
12,頂埔,197,in,24.96012,121.4205
13,頂埔,185,in,24.96012,121.4205
14,頂埔,166,in,24.96012,121.4205
15,頂埔,118,in,24.96012,121.4205
16,頂埔,228,in,24.96012,121.4205
17,頂埔,526,in,24.96012,121.4205
18,頂埔,659,in,24.96012,121.4205
19,頂埔,392,in,24.96012,121.4205
20,頂埔,220,in,24.96012,121.4205
21,頂埔,86,in,24.96012,121.4205
22,頂埔,49,in,24.96012,121.4205
23,頂埔,23,in,24.96012,121.4205
0,頂埔,3,in,24.96012,121.4205
1,頂埔,0,in,24.96012,121.4205
5,永寧,73,in,24.966726,121.436072
6,永寧,727,in,24.966726,121.436072
7,永寧,1645,in,24.966726,121.436072
8,永寧,1876,in,24.966726,121.436072
9,永寧,806,in,24.966726,121.436072
10,永寧,501,in,24.966726,121.436072
11,永寧,429,in,24.966726,121.436072
12,永寧,443,in,24.966726,121.436072
13,永寧,432,in,24.966726,121.436072
14,永寧,320,in,24.966726,121.436072
15,永寧,339,in,24.966726,121.436072
16,永寧,370,in,24.966726,121.436072
17,永寧,1034,in,24.966726,121.436072
18,永寧,1022,in,24.966726,121.436072
19,永寧,414,in,24.966726,121.436072
20,永寧,245,in,24.966726,121.436072
21,永寧,209,in,24.966726,121.436072
22,永寧,119,in,24.966726,121.436072
23,永寧,69,in,24.966726,121.436072
0,永寧,1,in,24.966726,121.436072
1,永寧,0,in,24.966726,121.436072
5,土城,40,in,24.973094,121.444362
6,土城,607,in,24.973094,121.444362
7,土城,1319,in,24.973094,121.444362
8,土城,1052,in,24.973094,121.444362
9,土城,518,in,24.973094,121.444362
10,土城,330,in,24.973094,121.444362
11,土城,307,in,24.973094,121.444362
12,土城,328,in,24.973094,121.444362
13,土城,257,in,24.973094,121.444362
14,土城,184,in,24.973094,121.444362
15,土城,228,in,24.973094,121.444362
16,土城,246,in,24.973094,121.444362
17,土城,427,in,24.973094,121.444362
18,土城,359,in,24.973094,121.444362
19,土城,172,in,24.973094,121.444362
20,土城,148,in,24.973094,121.444362
21,土城,130,in,24.973094,121.444362
22,土城,69,in,24.973094,121.444362
23,土城,25,in,24.973094,121.444362
0,土城,0,in,24.973094,121.444362
1,土城,0,in,24.973094,121.444362
5,海山,96,in,24.985339,121.448786
6,海山,1833,in,24.985339,121.448786
7,海山,3971,in,24.985339,121.448786
8,海山,3583,in,24.985339,121.448786
9,海山,1582,in,24.985339,121.448786
10,海山,920,in,24.985339,121.448786
11,海山,892,in,24.985339,121.448786
12,海山,872,in,24.985339,121.448786
13,海山,714,in,24.985339,121.448786
14,海山,552,in,24.985339,121.448786
15,海山,463,in,24.985339,121.448786
16,海山,1116,in,24.985339,121.448786
17,海山,1241,in,24.985339,121.448786
18,海山,856,in,24.985339,121.448786
19,海山,440,in,24.985339,121.448786
20,海山,362,in,24.985339,121.448786
21,海山,385,in,24.985339,121.448786
22,海山,366,in,24.985339,121.448786
23,海山,68,in,24.985339,121.448786
0,海山,3,in,24.985339,121.448786
1,海山,0,in,24.985339,121.448786
5,亞東醫院,142,in,24.998037,121.452514
6,亞東醫院,1492,in,24.998037,121.452514
7,亞東醫院,3522,in,24.998037,121.452514
8,亞東醫院,3283,in,24.998037,121.452514
9,亞東醫院,1513,in,24.998037,121.452514
10,亞東醫院,890,in,24.998037,121.452514
11,亞東醫院,907,in,24.998037,121.452514
12,亞東醫院,898,in,24.998037,121.452514
13,亞東醫院,686,in,24.998037,121.452514
14,亞東醫院,652,in,24.998037,121.452514
15,亞東醫院,756,in,24.998037,121.452514
16,亞東醫院,1240,in,24.998037,121.452514
17,亞東醫院,1484,in,24.998037,121.452514
18,亞東醫院,1314,in,24.998037,121.452514
19,亞東醫院,748,in,24.998037,121.452514
20,亞東醫院,552,in,24.998037,121.452514
21,亞東醫院,443,in,24.998037,121.452514
22,亞東醫院,279,in,24.998037,121.452514
23,亞東醫院,110,in,24.998037,121.452514
0,亞東醫院,12,in,24.998037,121.452514
1,亞東醫院,0,in,24.998037,121.452514
5,府中,150,in,25.008619,121.459409
6,府中,1634,in,25.008619,121.459409
7,府中,4097,in,25.008619,121.459409
8,府中,4515,in,25.008619,121.459409
9,府中,2030,in,25.008619,121.459409
10,府中,1188,in,25.008619,121.459409
11,府中,1104,in,25.008619,121.459409
12,府中,1124,in,25.008619,121.459409
13,府中,1120,in,25.008619,121.459409
14,府中,910,in,25.008619,121.459409
15,府中,889,in,25.008619,121.459409
16,府中,1077,in,25.008619,121.459409
17,府中,1673,in,25.008619,121.459409
18,府中,1465,in,25.008619,121.459409
19,府中,925,in,25.008619,121.459409
20,府中,879,in,25.008619,121.459409
21,府中,1186,in,25.008619,121.459409
22,府中,846,in,25.008619,121.459409
23,府中,251,in,25.008619,121.459409
0,府中,39,in,25.008619,121.459409
1,府中,0,in,25.008619,121.459409
5,板橋,104,in,25.013618,121.462302
6,板橋,1359,in,25.013618,121.462302
7,板橋,4037,in,25.013618,121.462302
8,板橋,4927,in,25.013618,121.462302
9,板橋,2174,in,25.013618,121.462302
10,板橋,1449,in,25.013618,121.462302
11,板橋,1332,in,25.013618,121.462302
12,板橋,1511,in,25.013618,121.462302
13,板橋,1372,in,25.013618,121.462302
14,板橋,1177,in,25.013618,121.462302
15,板橋,1251,in,25.013618,121.462302
16,板橋,1311,in,25.013618,121.462302
17,板橋,2860,in,25.013618,121.462302
18,板橋,2989,in,25.013618,121.462302
19,板橋,1852,in,25.013618,121.462302
20,板橋,1173,in,25.013618,121.462302
21,板橋,1316,in,25.013618,121.462302
22,板橋,997,in,25.013618,121.462302
23,板橋,310,in,25.013618,121.462302
0,板橋,34,in,25.013618,121.462302
1,板橋,0,in,25.013618,121.462302
5,新埔,223,in,25.023738,121.468361
6,新埔,2405,in,25.023738,121.468361
7,新埔,6197,in,25.023738,121.468361
8,新埔,7603,in,25.023738,121.468361
9,新埔,3194,in,25.023738,121.468361
10,新埔,1815,in,25.023738,121.468361
11,新埔,1606,in,25.023738,121.468361
12,新埔,1749,in,25.023738,121.468361
13,新埔,1695,in,25.023738,121.468361
14,新埔,1429,in,25.023738,121.468361
15,新埔,1452,in,25.023738,121.468361
16,新埔,1752,in,25.023738,121.468361
17,新埔,2664,in,25.023738,121.468361
18,新埔,2712,in,25.023738,121.468361
19,新埔,1612,in,25.023738,121.468361
20,新埔,1212,in,25.023738,121.468361
21,新埔,1233,in,25.023738,121.468361
22,新埔,729,in,25.023738,121.468361
23,新埔,259,in,25.023738,121.468361
0,新埔,21,in,25.023738,121.468361
1,新埔,0,in,25.023738,121.468361
5,江子翠,160,in,25.03001,121.47239
6,江子翠,1624,in,25.03001,121.47239
7,江子翠,4047,in,25.03001,121.47239
8,江子翠,4645,in,25.03001,121.47239
9,江子翠,2055,in,25.03001,121.47239
10,江子翠,1062,in,25.03001,121.47239
11,江子翠,952,in,25.03001,121.47239
12,江子翠,939,in,25.03001,121.47239
13,江子翠,964,in,25.03001,121.47239
14,江子翠,740,in,25.03001,121.47239
15,江子翠,682,in,25.03001,121.47239
16,江子翠,828,in,25.03001,121.47239
17,江子翠,1052,in,25.03001,121.47239
18,江子翠,1719,in,25.03001,121.47239
19,江子翠,969,in,25.03001,121.47239
20,江子翠,676,in,25.03001,121.47239
21,江子翠,758,in,25.03001,121.47239
22,江子翠,424,in,25.03001,121.47239
23,江子翠,150,in,25.03001,121.47239
0,江子翠,28,in,25.03001,121.47239
1,江子翠,0,in,25.03001,121.47239
5,龍山寺,122,in,25.03528,121.499826
6,龍山寺,1371,in,25.03528,121.499826
7,龍山寺,3000,in,25.03528,121.499826
8,龍山寺,3449,in,25.03528,121.499826
9,龍山寺,1873,in,25.03528,121.499826
10,龍山寺,1369,in,25.03528,121.499826
11,龍山寺,1288,in,25.03528,121.499826
12,龍山寺,1369,in,25.03528,121.499826
13,龍山寺,1352,in,25.03528,121.499826
14,龍山寺,1204,in,25.03528,121.499826
15,龍山寺,1227,in,25.03528,121.499826
16,龍山寺,1351,in,25.03528,121.499826
17,龍山寺,2098,in,25.03528,121.499826
18,龍山寺,1924,in,25.03528,121.499826
19,龍山寺,1231,in,25.03528,121.499826
20,龍山寺,1078,in,25.03528,121.499826
21,龍山寺,1056,in,25.03528,121.499826
22,龍山寺,536,in,25.03528,121.499826
23,龍山寺,314,in,25.03528,121.499826
0,龍山寺,73,in,25.03528,121.499826
1,龍山寺,0,in,25.03528,121.499826
5,西門,127,in,25.04209,121.508303
6,西門,1160,in,25.04209,121.508303
7,西門,2637,in,25.04209,121.508303
8,西門,4116,in,25.04209,121.508303
9,西門,2888,in,25.04209,121.508303
10,西門,2508,in,25.04209,121.508303
11,西門,2751,in,25.04209,121.508303
12,西門,2889,in,25.04209,121.508303
13,西門,2927,in,25.04209,121.508303
14,西門,2778,in,25.04209,121.508303
15,西門,3192,in,25.04209,121.508303
16,西門,3634,in,25.04209,121.508303
17,西門,5724,in,25.04209,121.508303
18,西門,6694,in,25.04209,121.508303
19,西門,4759,in,25.04209,121.508303
20,西門,3880,in,25.04209,121.508303
21,西門,4369,in,25.04209,121.508303
22,西門,3667,in,25.04209,121.508303
23,西門,1268,in,25.04209,121.508303
0,西門,239,in,25.04209,121.508303
1,西門,0,in,25.04209,121.508303
5,善導寺,20,in,25.044823,121.523208
6,善導寺,137,in,25.044823,121.523208
7,善導寺,482,in,25.044823,121.523208
8,善導寺,712,in,25.044823,121.523208
9,善導寺,510,in,25.044823,121.523208
10,善導寺,514,in,25.044823,121.523208
11,善導寺,658,in,25.044823,121.523208
12,善導寺,862,in,25.044823,121.523208
13,善導寺,763,in,25.044823,121.523208
14,善導寺,805,in,25.044823,121.523208
15,善導寺,1066,in,25.044823,121.523208
16,善導寺,1618,in,25.044823,121.523208
17,善導寺,3453,in,25.044823,121.523208
18,善導寺,3290,in,25.044823,121.523208
19,善導寺,1578,in,25.044823,121.523208
20,善導寺,1521,in,25.044823,121.523208
21,善導寺,1606,in,25.044823,121.523208
22,善導寺,716,in,25.044823,121.523208
23,善導寺,222,in,25.044823,121.523208
0,善導寺,53,in,25.044823,121.523208
1,善導寺,0,in,25.044823,121.523208
5,忠孝新生,28,in,25.042356,121.532905
6,忠孝新生,347,in,25.042356,121.532905
7,忠孝新生,1010,in,25.042356,121.532905
8,忠孝新生,1372,in,25.042356,121.532905
9,忠孝新生,882,in,25.042356,121.532905
10,忠孝新生,675,in,25.042356,121.532905
11,忠孝新生,785,in,25.042356,121.532905
12,忠孝新生,1153,in,25.042356,121.532905
13,忠孝新生,1141,in,25.042356,121.532905
14,忠孝新生,1144,in,25.042356,121.532905
15,忠孝新生,1445,in,25.042356,121.532905
16,忠孝新生,1882,in,25.042356,121.532905
17,忠孝新生,3352,in,25.042356,121.532905
18,忠孝新生,4990,in,25.042356,121.532905
19,忠孝新生,2609,in,25.042356,121.532905
20,忠孝新生,2070,in,25.042356,121.532905
21,忠孝新生,2426,in,25.042356,121.532905
22,忠孝新生,1503,in,25.042356,121.532905
23,忠孝新生,787,in,25.042356,121.532905
0,忠孝新生,97,in,25.042356,121.532905
1,忠孝新生,0,in,25.042356,121.532905
5,忠孝敦化,35,in,25.041478,121.551098
6,忠孝敦化,303,in,25.041478,121.551098
7,忠孝敦化,722,in,25.041478,121.551098
8,忠孝敦化,1092,in,25.041478,121.551098
9,忠孝敦化,709,in,25.041478,121.551098
10,忠孝敦化,642,in,25.041478,121.551098
11,忠孝敦化,837,in,25.041478,121.551098
12,忠孝敦化,1022,in,25.041478,121.551098
13,忠孝敦化,1253,in,25.041478,121.551098
14,忠孝敦化,1496,in,25.041478,121.551098
15,忠孝敦化,1662,in,25.041478,121.551098
16,忠孝敦化,2003,in,25.041478,121.551098
17,忠孝敦化,3444,in,25.041478,121.551098
18,忠孝敦化,5671,in,25.041478,121.551098
19,忠孝敦化,3788,in,25.041478,121.551098
20,忠孝敦化,3020,in,25.041478,121.551098
21,忠孝敦化,3690,in,25.041478,121.551098
22,忠孝敦化,2461,in,25.041478,121.551098
23,忠孝敦化,990,in,25.041478,121.551098
0,忠孝敦化,136,in,25.041478,121.551098
1,忠孝敦化,1,in,25.041478,121.551098
5,國父紀念館,38,in,25.041349,121.557802
6,國父紀念館,306,in,25.041349,121.557802
7,國父紀念館,829,in,25.041349,121.557802
8,國父紀念館,1048,in,25.041349,121.557802
9,國父紀念館,622,in,25.041349,121.557802
10,國父紀念館,489,in,25.041349,121.557802
11,國父紀念館,618,in,25.041349,121.557802
12,國父紀念館,795,in,25.041349,121.557802
13,國父紀念館,770,in,25.041349,121.557802
14,國父紀念館,864,in,25.041349,121.557802
15,國父紀念館,922,in,25.041349,121.557802
16,國父紀念館,1113,in,25.041349,121.557802
17,國父紀念館,1798,in,25.041349,121.557802
18,國父紀念館,3252,in,25.041349,121.557802
19,國父紀念館,1877,in,25.041349,121.557802
20,國父紀念館,1383,in,25.041349,121.557802
21,國父紀念館,1349,in,25.041349,121.557802
22,國父紀念館,786,in,25.041349,121.557802
23,國父紀念館,282,in,25.041349,121.557802
0,國父紀念館,59,in,25.041349,121.557802
1,國父紀念館,0,in,25.041349,121.557802
5,市政府,38,in,25.041171,121.565228
6,市政府,551,in,25.041171,121.565228
7,市政府,1753,in,25.041171,121.565228
8,市政府,2523,in,25.041171,121.565228
9,市政府,1431,in,25.041171,121.565228
10,市政府,1217,in,25.041171,121.565228
11,市政府,1337,in,25.041171,121.565228
12,市政府,1786,in,25.041171,121.565228
13,市政府,2051,in,25.041171,121.565228
14,市政府,2325,in,25.041171,121.565228
15,市政府,2803,in,25.041171,121.565228
16,市政府,3316,in,25.041171,121.565228
17,市政府,6956,in,25.041171,121.565228
18,市政府,8501,in,25.041171,121.565228
19,市政府,6097,in,25.041171,121.565228
20,市政府,4053,in,25.041171,121.565228
21,市政府,4631,in,25.041171,121.565228
22,市政府,3594,in,25.041171,121.565228
23,市政府,821,in,25.041171,121.565228
0,市政府,73,in,25.041171,121.565228
1,市政府,0,in,25.041171,121.565228
5,永春,45,in,25.040859,121.576293
6,永春,590,in,25.040859,121.576293
7,永春,1705,in,25.040859,121.576293
8,永春,2366,in,25.040859,121.576293
9,永春,1177,in,25.040859,121.576293
10,永春,669,in,25.040859,121.576293
11,永春,690,in,25.040859,121.576293
12,永春,738,in,25.040859,121.576293
13,永春,755,in,25.040859,121.576293
14,永春,707,in,25.040859,121.576293
15,永春,674,in,25.040859,121.576293
16,永春,1237,in,25.040859,121.576293
17,永春,2611,in,25.040859,121.576293
18,永春,2331,in,25.040859,121.576293
19,永春,1300,in,25.040859,121.576293
20,永春,846,in,25.040859,121.576293
21,永春,862,in,25.040859,121.576293
22,永春,639,in,25.040859,121.576293
23,永春,168,in,25.040859,121.576293
0,永春,21,in,25.040859,121.576293
1,永春,0,in,25.040859,121.576293
5,後山埤,52,in,25.045055,121.582522
6,後山埤,611,in,25.045055,121.582522
7,後山埤,1813,in,25.045055,121.582522
8,後山埤,2363,in,25.045055,121.582522
9,後山埤,1135,in,25.045055,121.582522
10,後山埤,644,in,25.045055,121.582522
11,後山埤,599,in,25.045055,121.582522
12,後山埤,626,in,25.045055,121.582522
13,後山埤,634,in,25.045055,121.582522
14,後山埤,644,in,25.045055,121.582522
15,後山埤,641,in,25.045055,121.582522
16,後山埤,746,in,25.045055,121.582522
17,後山埤,1608,in,25.045055,121.582522
18,後山埤,1528,in,25.045055,121.582522
19,後山埤,1182,in,25.045055,121.582522
20,後山埤,761,in,25.045055,121.582522
21,後山埤,666,in,25.045055,121.582522
22,後山埤,377,in,25.045055,121.582522
23,後山埤,200,in,25.045055,121.582522
0,後山埤,25,in,25.045055,121.582522
1,後山埤,0,in,25.045055,121.582522
5,昆陽,32,in,25.050461,121.593268
6,昆陽,532,in,25.050461,121.593268
7,昆陽,1216,in,25.050461,121.593268
8,昆陽,1464,in,25.050461,121.593268
9,昆陽,832,in,25.050461,121.593268
10,昆陽,581,in,25.050461,121.593268
11,昆陽,548,in,25.050461,121.593268
12,昆陽,658,in,25.050461,121.593268
13,昆陽,605,in,25.050461,121.593268
14,昆陽,472,in,25.050461,121.593268
15,昆陽,512,in,25.050461,121.593268
16,昆陽,661,in,25.050461,121.593268
17,昆陽,1903,in,25.050461,121.593268
18,昆陽,2387,in,25.050461,121.593268
19,昆陽,1092,in,25.050461,121.593268
20,昆陽,538,in,25.050461,121.593268
21,昆陽,377,in,25.050461,121.593268
22,昆陽,206,in,25.050461,121.593268
23,昆陽,81,in,25.050461,121.593268
0,昆陽,8,in,25.050461,121.593268
1,昆陽,0,in,25.050461,121.593268
5,南港,24,in,25.052116,121.606686
6,南港,371,in,25.052116,121.606686
7,南港,1376,in,25.052116,121.606686
8,南港,1549,in,25.052116,121.606686
9,南港,823,in,25.052116,121.606686
10,南港,370,in,25.052116,121.606686
11,南港,306,in,25.052116,121.606686
12,南港,455,in,25.052116,121.606686
13,南港,325,in,25.052116,121.606686
14,南港,354,in,25.052116,121.606686
15,南港,346,in,25.052116,121.606686
16,南港,938,in,25.052116,121.606686
17,南港,1527,in,25.052116,121.606686
18,南港,1514,in,25.052116,121.606686
19,南港,832,in,25.052116,121.606686
20,南港,476,in,25.052116,121.606686
21,南港,474,in,25.052116,121.606686
22,南港,228,in,25.052116,121.606686
23,南港,69,in,25.052116,121.606686
0,南港,3,in,25.052116,121.606686
1,南港,0,in,25.052116,121.606686
5,象山,32,in,25.03283,121.569576
6,象山,377,in,25.03283,121.569576
7,象山,885,in,25.03283,121.569576
8,象山,1228,in,25.03283,121.569576
9,象山,497,in,25.03283,121.569576
10,象山,310,in,25.03283,121.569576
11,象山,310,in,25.03283,121.569576
12,象山,312,in,25.03283,121.569576
13,象山,312,in,25.03283,121.569576
14,象山,293,in,25.03283,121.569576
15,象山,343,in,25.03283,121.569576
16,象山,638,in,25.03283,121.569576
17,象山,1288,in,25.03283,121.569576
18,象山,1648,in,25.03283,121.569576
19,象山,950,in,25.03283,121.569576
20,象山,507,in,25.03283,121.569576
21,象山,394,in,25.03283,121.569576
22,象山,274,in,25.03283,121.569576
23,象山,93,in,25.03283,121.569576
0,象山,2,in,25.03283,121.569576
1,象山,0,in,25.03283,121.569576
5,台北101/世貿,24,in,25.033102,121.563292
6,台北101/世貿,265,in,25.033102,121.563292
7,台北101/世貿,716,in,25.033102,121.563292
8,台北101/世貿,993,in,25.033102,121.563292
9,台北101/世貿,513,in,25.033102,121.563292
10,台北101/世貿,450,in,25.033102,121.563292
11,台北101/世貿,615,in,25.033102,121.563292
12,台北101/世貿,1032,in,25.033102,121.563292
13,台北101/世貿,1194,in,25.033102,121.563292
14,台北101/世貿,1437,in,25.033102,121.563292
15,台北101/世貿,1599,in,25.033102,121.563292
16,台北101/世貿,1864,in,25.033102,121.563292
17,台北101/世貿,3371,in,25.033102,121.563292
18,台北101/世貿,5502,in,25.033102,121.563292
19,台北101/世貿,3228,in,25.033102,121.563292
20,台北101/世貿,1976,in,25.033102,121.563292
21,台北101/世貿,2091,in,25.033102,121.563292
22,台北101/世貿,1288,in,25.033102,121.563292
23,台北101/世貿,458,in,25.033102,121.563292
0,台北101/世貿,15,in,25.033102,121.563292
1,台北101/世貿,0,in,25.033102,121.563292
5,信義安和,30,in,25.033326,121.553526
6,信義安和,384,in,25.033326,121.553526
7,信義安和,821,in,25.033326,121.553526
8,信義安和,1117,in,25.033326,121.553526
9,信義安和,649,in,25.033326,121.553526
10,信義安和,438,in,25.033326,121.553526
11,信義安和,473,in,25.033326,121.553526
12,信義安和,501,in,25.033326,121.553526
13,信義安和,522,in,25.033326,121.553526
14,信義安和,520,in,25.033326,121.553526
15,信義安和,555,in,25.033326,121.553526
16,信義安和,759,in,25.033326,121.553526
17,信義安和,1597,in,25.033326,121.553526
18,信義安和,2743,in,25.033326,121.553526
19,信義安和,1545,in,25.033326,121.553526
20,信義安和,927,in,25.033326,121.553526
21,信義安和,1029,in,25.033326,121.553526
22,信義安和,548,in,25.033326,121.553526
23,信義安和,249,in,25.033326,121.553526
0,信義安和,19,in,25.033326,121.553526
1,信義安和,0,in,25.033326,121.553526
5,大安森林公園,11,in,25.033396,121.534882
6,大安森林公園,146,in,25.033396,121.534882
7,大安森林公園,395,in,25.033396,121.534882
8,大安森林公園,535,in,25.033396,121.534882
9,大安森林公園,338,in,25.033396,121.534882
10,大安森林公園,227,in,25.033396,121.534882
11,大安森林公園,253,in,25.033396,121.534882
12,大安森林公園,269,in,25.033396,121.534882
13,大安森林公園,250,in,25.033396,121.534882
14,大安森林公園,282,in,25.033396,121.534882
15,大安森林公園,285,in,25.033396,121.534882
16,大安森林公園,374,in,25.033396,121.534882
17,大安森林公園,807,in,25.033396,121.534882
18,大安森林公園,1104,in,25.033396,121.534882
19,大安森林公園,438,in,25.033396,121.534882
20,大安森林公園,337,in,25.033396,121.534882
21,大安森林公園,362,in,25.033396,121.534882
22,大安森林公園,212,in,25.033396,121.534882
23,大安森林公園,40,in,25.033396,121.534882
0,大安森林公園,3,in,25.033396,121.534882
1,大安森林公園,0,in,25.033396,121.534882
5,北門,6,in,25.049554,121.510184
6,北門,150,in,25.049554,121.510184
7,北門,319,in,25.049554,121.510184
8,北門,488,in,25.049554,121.510184
9,北門,275,in,25.049554,121.510184
10,北門,215,in,25.049554,121.510184
11,北門,216,in,25.049554,121.510184
12,北門,336,in,25.049554,121.510184
13,北門,292,in,25.049554,121.510184
14,北門,273,in,25.049554,121.510184
15,北門,279,in,25.049554,121.510184
16,北門,406,in,25.049554,121.510184
17,北門,946,in,25.049554,121.510184
18,北門,1079,in,25.049554,121.510184
19,北門,575,in,25.049554,121.510184
20,北門,332,in,25.049554,121.510184
21,北門,251,in,25.049554,121.510184
22,北門,152,in,25.049554,121.510184
23,北門,38,in,25.049554,121.510184
0,北門,11,in,25.049554,121.510184
1,北門,0,in,25.049554,121.510184
5,松江南京,16,in,25.052015,121.533075
6,松江南京,234,in,25.052015,121.533075
7,松江南京,729,in,25.052015,121.533075
8,松江南京,1070,in,25.052015,121.533075
9,松江南京,816,in,25.052015,121.533075
10,松江南京,746,in,25.052015,121.533075
11,松江南京,1010,in,25.052015,121.533075
12,松江南京,1093,in,25.052015,121.533075
13,松江南京,1211,in,25.052015,121.533075
14,松江南京,1486,in,25.052015,121.533075
