鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
中山區,建物,臺北市中山區林森北路451~480號,0.0,商,,,1041215,土地0建物1車位0,六層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0981106,100.46,2,2,1,有,有,有,50000,498,,0.0,0,,RPVUMLLMKIKFFCA58CC
中正區,建物,臺北市中正區師大路181~210號,0.0,住,,,1041230,土地0建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010824,177.44,3,2,2,有,有,有,50000,282,坡道平面,34.98,0,,RPVNMLLMKIKFFAA67CC
中山區,建物,臺北市中山區新生北路二段31~60號,0.0,商,,,1041229,土地0建物1車位0,六層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850718,66.84,2,1,1,有,有,有,27000,404,,0.0,0,稅金外加,RPUQMLLMKIKFFCA18DC
中山區,建物,臺北市中山區新生北路二段31~60號,0.0,商,,,1041225,土地0建物1車位0,十一層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,61.7,1,2,1,有,有,有,18000,292,,0.0,0,稅金外加,RPSRMLLMKIKFFCA08DC
大同區,建物,臺北市大同區延平北路二段247巷1~30號,0.0,商,,,1041130,土地0建物0車位0,一層,3,店面(店鋪),,磚造,,87.6,0,0,0,無,無,無,36364,415,,0.0,0,租金含代扣繳租賃所得稅。撤銷原申報序號：C2AB10412140002號。,RPSOMLLMKIKFFBA67DC
大安區,建物,臺北市大安區和平東路一段181~210號,0.0,商,,,1041221,土地0建物1車位0,三層,11,辦公商業大樓,住家用,鋼筋混凝土造,,122.5,0,0,0,無,有,無,40000,327,,0.0,0,,RPUOMLLMKIKFFFA18CC
松山區,建物,臺北市松山區延壽街330巷1~30號,0.0,住,,,1041228,土地0建物0車位0,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980320,188.08999999999997,3,2,2,有,有,有,42000,223,,0.0,0,,RPSNMLLJJHLFFDA27CC
松山區,建物,臺北市松山區寶清街89巷31~60號,0.0,,,,1041229,土地0建物2車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0701221,107.35,0,0,1,有,無,無,26000,242,,0.0,0,,RPWNMLLJJHLFFDA67CC
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖三路151~180號,0.0,工,,,1041207,土地1建物1車位1,五層,7,廠辦,工業用,鋼筋混凝土造,0950728,444.89,0,0,0,無,有,無,110000,247,坡道平面,37.98,0,,RPTNMLMJJHLFFCA37CC
中山區,建物,臺北市中山區天祥路61~90號,0.0,商,,,1041222,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931203,44.21,1,1,1,有,有,有,27000,611,,0.0,0,續租。,RPUNMLMJJHLFFCA47CC
北投區,建物,臺北市北投區中央南路二段1~30號,7.77,工,,,1050101,土地0建物1車位1,六層,19,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1040828,48.629999999999995,0,0,0,無,無,無,15000,308,坡道平面,36.91,0,,RPQNMLNJJHLFFEA37CC
北投區,建物,臺北市北投區中央南路二段1~30號,16.44,工,,,1050101,土地0建物1車位0,十二層,19,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1040828,107.0,0,0,0,無,無,無,28000,262,坡道平面,36.9,0,,RPRNMLNJJHLFFEA47CC
北投區,建物,臺北市北投區中央南路二段1~30號,7.77,工,,,1041220,土地0建物1車位0,六層,19,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1040828,48.71,0,0,0,無,無,無,13000,267,,0.0,0,,RPTNMLNJJHLFFEA67CC
北投區,建物,臺北市北投區中央南路二段1~30號,14.6,工,,,1050101,土地0建物1車位1,五層,19,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1040828,95.5,0,0,0,無,無,無,25000,262,坡道平面,32.0,0,,RPUNMLNJJHLFFEA77CC
北投區,建物,臺北市北投區中央南路二段1~30號,14.6,工,,,1050101,土地0建物1車位1,六層,19,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1040828,95.5,0,0,0,無,無,無,25000,262,坡道平面,36.9,0,,RPVNMLNJJHLFFEA87CC
北投區,建物,臺北市北投區中央南路二段1~30號,8.28,工,,,1050101,土地0建物1車位1,三層,19,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1040828,51.849999999999994,0,0,0,無,無,無,15000,289,坡道平面,36.9,0,,RPWNMLNJJHLFFEA97CC
大安區,建物,臺北市大安區瑞安街31巷1~30號,0.0,住,,,1041214,土地0建物1車位1,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040831,199.74,3,2,2,有,無,無,69000,345,坡道平面,38.9,6000,,RPPNMLNJJHLFFFA37CC
大安區,建物,臺北市大安區敦化南路二段91~120號,0.0,其他,,,1041230,土地0建物0車位2,二十六層,27,辦公商業大樓,商業用,鋼筋混凝土造,0820527,727.5500000000001,10,0,1,有,有,無,588000,808,坡道平面,0.0,0,本戶承租B室含公設約220坪,RPXNMLOJJHLFFFA28CC
大安區,建物,臺北市大安區安和路一段1~30號,0.0,其他,,,1041226,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670224,185.20999999999998,3,2,2,有,無,有,52000,281,,0.0,0,,RPOOMLOJJHLFFFA47CC
大安區,建物,臺北市大安區忠孝東路四段151~180號,0.0,商,,,1041222,土地0建物1車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,,296.61,0,0,0,無,無,無,400000,1349,,0.0,0,,RPTOMLOJJHLFFFA97CC
大安區,建物,臺北市大安區復興南路一段211~240號,0.0,其他,,,1041231,土地0建物1車位0,二層,10,華廈(10層含以下有電梯),商業用,見使用執照,0830325,264.5,0,0,1,有,有,有,135000,510,,0.0,0,,RPVOMLOJJHLFFFA18CC
北投區,房地(土地+建物)+車位,臺北市北投區天母西路121~150號,76.14,住,,,1041210,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0920425,249.82999999999998,4,2,3,有,無,有,100000,400,坡道平面,12.23,0,,RPVOMLOJJHLFFEA08CC
士林區,建物,臺北市士林區中山北路六段157巷1~30號,0.0,工,,,1041230,土地0建物1車位1,二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0971002,123.26,2,1,1,有,有,有,50000,557,坡道平面,42.51,5000,,RPORMLOJJHLFFEA67CC
士林區,土地,光華段四小段601~630地號,53.0,商,,,1041218,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,170000,3208,,0.0,0,,RPQRMLOJJHLFFEA87CC
大同區,建物,臺北市大同區天水路31~60號,0.0,商,,,1041201,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710703,68.09,2,1,1,有,有,無,18000,264,,0.0,0,,RPXOMLOJJHLFFBA97CC
松山區,建物,臺北市松山區南京東五段291巷29弄1~30號,0.0,住,,,1041220,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721216,135.9,4,2,2,有,有,無,27000,199,,0.0,0,,RPSOMLOJJHLFFDA67CC
信義區,建物,臺北市信義區虎林街132巷1~30號,0.0,住,,,1041229,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0590922,88.68,2,2,2,有,無,無,20000,226,,0.0,0,,RPOPMLOJJHLFFDA37CC
中山區,建物,臺北市中山區敬業一路121~150號,0.0,商,,,1041217,土地0建物1車位0,地下一層,,倉庫,,,,56.2,0,0,0,無,無,無,20000,,,0.0,0,分租地下一層部份面積，租金含水電、管理費(原承租方分租地下室部分給第三人),RPUOMLOJJHLFFCA77CC
內湖區,建物,臺北市內湖區金湖路331~360號,0.0,住,,,1041221,土地0建物1車位0,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880824,58.870000000000005,2,1,1,有,有,有,22000,374,,0.0,0,,RPRPMLOJJHLFFCA57CC
中山區,建物,臺北市中山區松江路140巷1~30號,0.0,住,,,1041209,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781215,87.5,2,1,1,有,有,有,35227,403,,0.0,0,,RPPQMLOJJHLFFCA47CC
中山區,建物,臺北市中山區松江路38巷1~30號,0.0,商,,,1041231,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0740716,111.37,3,1,2,有,有,有,27000,242,,0.0,0,,RPQQMLOJJHLFFCA57CC
內湖區,建物,臺北市內湖區民權東路六段123巷20弄1~30號,0.0,商,,,1041203,土地0建物1車位0,三層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0941025,50.03999999999999,0,1,1,有,有,有,21000,420,,0.0,0,,RPRQMLOJJHLFFCA67CC
中山區,建物,臺北市中山區中山北路二段121~150號,0.0,商,,,1041230,土地0建物1車位2,七層,14,辦公商業大樓,商業用,鋼骨鋼筋混凝土造,0930319,286.67,0,0,0,無,有,無,155000,541,坡道機械,0.0,0,,RPSRMLOJJHLFFCA87CC
中山區,建物,臺北市中山區南京東路二段181~210號,0.0,商,,,1041228,土地0建物1車位2,九層,14,辦公商業大樓,商業用,鋼筋混凝土造,0700817,261.08,0,0,0,無,有,無,130000,498,坡道平面,0.0,0,,RPVRMLOJJHLFFCA18CC
內湖區,建物,臺北市內湖區文德路61~90號,0.05,商,,,1041207,土地0建物1車位0,一層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0970729,94.58,0,0,0,無,無,無,33600,355,,0.0,0,,RPRTMLOJJHLFFCA97CC
中山區,建物,臺北市中山區中山北路一段121巷31~60號,0.0,商,,,1041231,土地0建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,164.16,2,2,1,有,有,有,64000,390,坡道平面,46.96,0,,RPUOMLPJJHLFFCA87CC
內湖區,建物,臺北市內湖區康寧路三段75巷151~180號,0.0,住,,,1041213,土地0建物1車位1,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0841222,140.03,2,2,2,有,有,有,30000,214,坡道平面,0.0,0,,RPWOMLPJJHLFFCA08CC
內湖區,建物,臺北市內湖區港墘路26巷1~30號,0.0,住,,,1041224,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720518,107.38,3,2,2,有,無,有,22500,210,,0.0,0,,RPRPMLPJJHLFFCA67CC
內湖區,建物,臺北市內湖區內湖路三段1~30號,0.0,住,,,1041230,土地0建物1車位0,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840125,78.2,2,2,1,有,有,有,20000,256,,0.0,0,,RPUPMLPJJHLFFCA97CC
內湖區,建物,臺北市內湖區內湖路二段331~360號,0.0,住,,,1041231,土地0建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031023,194.53,4,2,2,有,有,有,41000,211,坡道平面,0.0,0,,RPWPMLPJJHLFFCA18CC
中山區,建物,臺北市中山區合江街93巷1~30號,0.0,住,,,1041215,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641212,102.2,3,2,1,有,無,無,27000,264,,0.0,0,,RPSRMLPJJHLFFCA97CC
中山區,建物,臺北市中山區龍江路241~270號,0.0,住,,,1041218,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0721202,123.64,0,0,0,無,無,無,50000,404,,0.0,0,,RPTRMLPJJHLFFCA08CC
中山區,建物,臺北市中山區錦州街1~30號,0.0,商,,,1041216,土地0建物1車位2,十一層,12,辦公商業大樓,商業用,鋼筋混凝土造,0900404,307.09000000000003,5,1,2,有,有,有,130000,423,升降平面,0.0,0,,RPXTMLPJJHLFFCA68CC
中山區,建物,臺北市中山區雙城街13巷1~30號,0.0,商,,,1041212,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941207,118.03,3,2,2,有,有,有,50000,424,,0.0,0,,RPPUMLPJJHLFFCA97CC
中山區,建物,臺北市中山區建國北路二段211~240號,0.0,住,,,1041225,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990924,153.67000000000002,3,2,2,有,有,有,77864,507,,0.0,0,租金含管理費,RPUUMLPJJHLFFCA48CC
中山區,建物,臺北市中山區長安東路二段91~120號,0.0,商,,,1041228,土地0建物1車位0,九層,11,辦公商業大樓,商業用,鋼筋混凝土造,0650630,159.12,2,0,2,有,有,無,56000,352,,0.0,0,,RPWUMLPJJHLFFCA68CC
中山區,建物,臺北市中山區北安路811~840號,0.0,住,,,1050101,土地0建物0車位0,十二層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0991224,44.32,1,1,1,有,無,有,25000,564,,0.0,0,,RPXUMLPJJHLFFCA78CC
信義區,建物,臺北市信義區光復南路473巷1~30號,0.0,住,,,1041231,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970328,76.91,1,2,2,有,有,有,55000,715,,0.0,0,,RPVNMLPJJHLFFDA97CC
松山區,建物,臺北市松山區復興南路一段1~30號,0.0,商,,,1041231,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0680209,73.35000000000001,2,2,2,有,有,有,32000,436,,0.0,0,,RPWNMLPJJHLFFDA08CC
信義區,建物,臺北市信義區永吉路120巷43弄1~30號,0.0,住,,,1041216,土地0建物1車位0,三層,6,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1040330,56.2,1,1,1,有,有,有,30000,534,,0.0,0,,RPQOMLPJJHLFFDA57CC
信義區,建物,臺北市信義區忠孝東路五段451~480號,0.0,商,,,1041217,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0941006,42.11,1,1,1,有,有,有,33000,784,,0.0,0,,RPVOMLPJJHLFFDA08CC
信義區,建物,臺北市信義區東興路31~60號,0.0,工,,,1041231,土地0建物0車位0,十一層,11,辦公商業大樓,工業用,鋼筋混凝土造,0820205,712.79,7,2,2,有,有,有,301868,424,,0.0,0,,RPXOMLPJJHLFFDA28CC
信義區,建物,臺北市信義區信義路四段391~420號,0.0,商,,,1041230,土地0建物1車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,,88.16000000000001,0,0,0,無,有,有,75000,851,,0.0,0,,RPTQMLPJJHLFFDA08CC
信義區,建物,臺北市信義區嘉興街1~30號,0.0,商,,,1041223,土地0建物4車位0,一層,13,店面(店鋪),見使用執照,鋼筋混凝土造,0891124,347.96999999999997,4,1,2,有,有,有,150000,431,,0.0,0,,RPUQMLPJJHLFFDA18CC
信義區,建物,臺北市信義區永吉路120巷61~90號,0.0,住,,,1041219,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620310,117.45,3,2,2,有,無,有,24000,204,,0.0,0,,RPVQMLPJJHLFFDA28CC
松山區,建物,臺北市松山區延壽街331~360號,0.0,住,,,1041209,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730510,129.31,2,2,1,有,無,無,74772,578,,0.0,0,,RPXQMLPJJHLFFDA48CC
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,1041202,土地0建物1車位0,六層,18,套房(1房1廳1衛),住家用,見其他登記事項,0980724,47.21,0,0,0,無,無,有,23000,487,,0.0,0,租金2.3萬(未稅),RPVNMLPJJHLFFBA77CC
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,1041208,土地0建物1車位0,六層,18,套房(1房1廳1衛),住家用,見其他登記事項,0980724,40.78,0,0,0,無,無,有,25000,613,,0.0,0,租金25000元(含稅),RPWNMLPJJHLFFBA87CC
中正區,建物,臺北市中正區信義路二段1~30號,0.0,商,,,1041202,土地0建物1車位0,二層,12,辦公商業大樓,商業用,鋼筋混凝土造,,198.52,0,0,0,無,有,無,75000,378,,0.0,0,,RPPOMLPJJHLFFBA27CC
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,1041223,土地0建物1車位0,七層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,83.09,2,1,1,有,有,有,45000,542,,0.0,0,租金含管理費,RPSQMLPJJHLFFBA77CC
士林區,建物,臺北市士林區天母東路50巷31~60號,0.0,住,,,1041218,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721231,108.01,3,2,2,有,無,有,37000,343,,0.0,0,,RPOPMLPJJHLFFEA57CC
士林區,建物,臺北市士林區忠誠路二段41巷1~30號,0.0,住,,,1041210,土地0建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870921,168.69,4,2,2,有,有,有,77000,456,升降平面,0.0,0,,RPTPMLPJJHLFFEA08CC
大安區,建物,臺北市大安區忠孝東路三段211~240號,0.0,商,,,1041224,土地0建物1車位0,一層,14,店面(店鋪),,鋼筋混凝土造,0760423,139.27,0,0,0,無,有,無,153000,1099,,0.0,0,,RPTNMLPJJHLFFFA97CC
大安區,建物,臺北市大安區光復南路240巷31~60號,0.0,住,,,1041210,土地0建物1車位0,一層,4,店面(店鋪),,加強磚造,,112.46,0,0,0,無,無,無,80000,711,,0.0,0,,RPUNMLPJJHLFFFA08CC
大安區,建物,臺北市大安區復興南路二段193巷1~30號,0.0,商,,,1041209,土地0建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040508,247.6,3,2,2,有,有,有,110000,444,塔式車位,30.14,0,,RPVNMLPJJHLFFFA18CC
大安區,建物,臺北市大安區復興南路一段61~90號,0.0,,,,1050101,土地0建物1車位0,一層,12,店面(店鋪),住商用,鋼筋混凝土造,0651230,180.6,0,0,0,無,無,無,350000,1938,,0.0,0,,RPWNMLPJJHLFFFA28CC
大安區,房地(土地+建物),臺北市大安區通化街123巷36弄1~30號,17.2,住,,,1041218,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,65.59,2,2,1,有,無,有,31000,473,,0.0,0,,RPSOMLPJJHLFFFA97CC
大安區,房地(土地+建物)+車位,臺北市大安區金華街243巷1~30號,36.4,住,,,1041209,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880818,143.66,3,2,2,有,無,有,39000,274,升降機械,15.79,4000,,RPTOMLPJJHLFFFA08CC
文山區,建物,臺北市文山區興隆路一段31~60號,0.0,其他,,,1041210,土地0建物1車位0,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860704,53.03,2,1,1,有,有,有,18000,339,,0.0,0,租金含管理費。,RPWOMLPJJHLFFAA87CC
中正區,建物,臺北市中正區寧波西街31~60號,0.0,商,,,1041207,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860610,146.18,3,2,2,有,有,有,40000,274,,0.0,0,,RPOPMLPJJHLFFAA17CC
文山區,房地(土地+建物),臺北市文山區木新路三段232巷7弄1~30號,36.0,商,,,1041228,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750304,100.81,3,2,1,有,無,無,20000,198,,0.0,0,,RPQPMLQJJHLFFAA47CC
信義區,建物,臺北市信義區信義路五段91~120號,0.0,住,,,1041113,土地0建物1車位0,十層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,83.19,2,1,1,有,無,有,68000,817,,0.0,0,,RPOOMLQJJHLFFDA57DC
大安區,建物,臺北市大安區麗水街1~30號,0.0,住,,,1041229,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,119.41000000000001,6,2,2,有,無,無,40000,335,,0.0,0,,RPPNMLQJJHLFFFA67CC
大安區,房地(土地+建物),臺北市大安區新生南路三段94巷1~30號,11.92,商,,,1041224,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0750409,45.18,0,0,0,無,無,無,45000,996,,0.0,0,,RPWNMLQJJHLFFFA38CC
大安區,建物,臺北市大安區光復南路420巷1弄1~30號,0.0,住,,,1041211,土地0建物1車位0,三層,3,公寓(5樓含以下無電梯),,加強磚造,,68.12,2,2,1,有,無,有,30682,450,,0.0,0,,RPXNMLQJJHLFFFA48CC
大安區,建物,臺北市大安區通安街1~30號,0.0,商,,,1041217,土地0建物1車位0,一層,8,店面(店鋪),商業用,鋼筋混凝土造,0821207,60.45,1,1,1,有,無,無,85000,1406,,0.0,0,,RPOOMLQJJHLFFFA67CC
大安區,建物,臺北市大安區大安路一段83巷1~30號,0.0,住,,,1041216,土地0建物1車位0,一層,6,店面(店鋪),住家用,鋼筋混凝土造,0590930,161.58,0,0,0,無,有,無,210000,1300,,0.0,0,,RPTOMLQJJHLFFFA18CC
大安區,建物,臺北市大安區延吉街70巷5弄1~30號,0.0,住,,,1041222,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,0600715,52.33,0,0,0,無,無,無,65000,1242,,0.0,0,,RPVOMLQJJHLFFFA38CC
大安區,建物,臺北市大安區光復南路200巷31~60號,0.0,住,,,1041229,土地0建物1車位0,一層,6,店面(店鋪),住家用,鋼筋混凝土造,,88.08,0,0,0,無,有,無,125000,1419,,0.0,0,,RPWOMLQJJHLFFFA48CC
大安區,房地(土地+建物),臺北市大安區忠孝東路四段301~330號,41.2,商,,,1041221,土地1建物1車位0,一層,11,辦公商業大樓,商業用,鋼筋混凝土造,0611228,147.14,0,0,0,無,有,無,500000,3398,,0.0,0,,RPXOMLQJJHLFFFA58CC
士林區,建物,臺北市士林區中山北路六段195巷1~30號,0.0,住,,,1041218,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970506,142.22,3,2,2,有,有,有,75000,527,,0.0,0,,RPPOMLQJJHLFFEA67CC
北投區,建物,臺北市北投區中央南路二段1~30號,8.44,工,,,1050105,土地0建物1車位0,九層,19,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1040828,52.349999999999994,0,0,0,無,無,無,13000,248,,0.0,0,,RPVOMLQJJHLFFEA28CC
中正區,房地(土地+建物),臺北市中正區漢口街一段91~120號,6.37,商,,,1050105,土地2建物1車位0,六層,9,辦公商業大樓,商業用,鋼筋混凝土造,,56.199999999999996,1,0,1,有,有,有,17490,311,,0.0,0,只附冷氣含租賃所得稅,RPUOMLQJJHLFFBA87CC
萬華區,建物,臺北市萬華區峨嵋街91~120號,0.0,商,,,1041215,土地0建物1車位0,十層,11,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0950126,36.33,1,1,1,有,有,有,16000,440,,0.0,0,,RPWOMLQJJHLFFBA08CC
松山區,建物,臺北市松山區八德路二段331~360號,0.0,商,,,1050104,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,78.51,2,1,1,有,有,有,50000,637,,0.0,0,,RPSNMLQJJHLFFDA77CC
松山區,建物,臺北市松山區復興北路121~150號,0.0,商,,,1041230,土地0建物1車位0,六層,8,辦公商業大樓,商業用,鋼筋混凝土造,0770201,139.6,1,1,1,有,有,無,45000,322,,0.0,0,,RPUNMLQJJHLFFDA97CC
松山區,建物,臺北市松山區南京東路四段181~210號,0.0,商,,,1041230,土地0建物1車位0,四層,12,辦公商業大樓,商業用,鋼筋混凝土造,0681027,82.67,0,0,0,無,有,無,23000,278,,0.0,0,部分租賃,RPVNMLQJJHLFFDA08CC
信義區,建物,臺北市信義區松山路465巷2弄1~30號,0.0,住,,,1041201,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,63.74,2,1,1,有,無,有,25000,392,,0.0,0,,RPXNMLQJJHLFFDA28CC
信義區,建物,臺北市信義區基隆路一段147巷5弄31~60號,0.0,住,,,1041221,土地0建物1車位0,四層,6,套房(1房1廳1衛),住家用,鋼筋混凝土造,0800903,36.76,1,1,1,有,有,有,23000,626,,0.0,0,租金含稅價,RPXOMLQJJHLFFDA38CC
松山區,房地(土地+建物),臺北市松山區長春路421~450號,15.71,商,,,1041229,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0680123,60.76,0,0,0,無,無,無,50000,823,,0.0,0,,RPPPMLQJJHLFFDA67CC
松山區,建物,臺北市松山區三民路1~30號,53.55,住,,,1050106,土地0建物3車位0,見其他登記事項,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030530,277.41,0,2,2,有,有,無,100000,360,,0.0,0,,RPWPMLQJJHLFFDA38CC
松山區,建物,臺北市松山區富錦街359巷2弄1~30號,69.25,住,,,1041225,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,154.77,0,1,2,有,無,無,85000,549,,0.0,0,,RPXPMLQJJHLFFDA48CC
中山區,建物,臺北市中山區南京東路三段1~30號,0.0,商,,,1041218,土地0建物1車位0,八層,12,辦公商業大樓,住家用,鋼筋混凝土造,0770509,76.28999999999999,0,0,0,無,有,無,34000,446,,0.0,0,,RPXOMLQJJHLFFCA28CC
中山區,建物,臺北市中山區新生北路三段56巷1~30號,0.0,住,,,1041222,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981021,177.95,3,2,2,有,有,有,71000,399,,0.0,0,租金內含管理費。,RPPRMLQJJHLFFCA77CC
中山區,建物,臺北市中山區農安街1~30號,0.0,商,,,1041216,土地0建物1車位0,十層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0920618,37.04,1,1,1,有,有,有,23000,621,,0.0,0,,RPQRMLQJJHLFFCA87CC
中山區,建物,臺北市中山區松江路301~330號,0.0,商,,,1041208,土地0建物1車位0,十三層,14,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,0980521,215.05,0,0,0,無,有,有,115000,535,,0.0,0,,RPTSMLQJJHLFFCA28CC
中山區,建物,臺北市中山區南京東路二段91~120號,0.0,,,,1050106,土地0建物1車位0,地下一層,12,辦公商業大樓,商業用,鋼筋混凝土造,0670111,480.78,0,0,0,無,無,無,210000,437,,0.0,0,,RPQNMLRJJHLFFCA57CC
中山區,建物,臺北市中山區興安街61~90號,0.0,住,,,1050104,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0750609,92.80000000000001,2,2,1,有,有,無,27000,291,,0.0,0,含管理費,RPPPMLRJJHLFFCA67CC
內湖區,建物,臺北市內湖區民權東路六段121~150號,0.0,住,,,1041230,土地0建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980106,156.29,3,2,2,有,有,有,55000,352,坡道平面,37.49,0,,RPUPMLRJJHLFFCA18CC
中山區,建物,臺北市中山區中山北路一段135巷1~30號,0.0,商,,,1041213,土地0建物1車位0,二層,5,套房(1房1廳1衛),商業用,鋼筋混凝土造,0740125,30.730000000000004,1,0,1,有,無,有,9000,293,,0.0,0,,RPUQMLRJJHLFFCA28CC
中山區,建物,臺北市中山區林森北路133巷31~60號,0.0,商,,,1041216,土地0建物0車位0,二層,3,公寓(5樓含以下無電梯),,加強磚造,,17.63,1,0,1,有,無,有,7500,425,,0.0,0,此物件為分租套房,RPURMLRJJHLFFCA38CC
